Student_ID,Student_Name,Gender,Class,Section,Subject,Attendance_Percentage,Study_Hours_Per_Week,Sleep_Hours_Per_Day,Parental_Support,Internet_Access,Extracurricular_Activities,Internal_Marks,Assignment_Score,Final_Exam_Marks,Total_Marks,Grade,Result,Performance_Category
1495,Student_0495,Male,SY,A,Computer Science,79.5,5.5,7.4,Medium,Yes,No,11.9,5.9,56.5,74.3,B+,Pass,Good
1496,Student_0496,Male,SY,B,Mathematics,71.3,18.9,4.0,High,Yes,No,20.7,8.1,60.0,88.8,A,Pass,Excellent
1496,Student_0496,Male,SY,B,Physics,71.3,18.9,4.0,High,Yes,No,25.7,8.8,52.7,87.3,A,Pass,Excellent
1496,Student_0496,Male,SY,B,Chemistry,71.3,18.9,4.0,High,Yes,No,21.7,7.2,55.5,84.4,A,Pass,Excellent
1496,Student_0496,Male,SY,B,English,71.3,18.9,4.0,High,Yes,No,29.1,9.7,51.1,89.9,A,Pass,Excellent
1496,Student_0496,Male,SY,B,Computer Science,71.3,18.9,4.0,High,Yes,No,30.0,4.7,60.0,94.7,A+,Pass,Excellent
1497,Student_0497,Female,SY,B,Mathematics,82.6,16.5,5.9,High,Yes,No,14.0,6.5,28.8,49.3,D,Pass,Needs Improvement
1497,Student_0497,Female,SY,B,Physics,82.6,16.5,5.9,High,Yes,No,21.1,10.0,38.3,69.5,B,Pass,Good
1497,Student_0497,Female,SY,B,Chemistry,82.6,16.5,5.9,High,Yes,No,30.0,5.1,41.3,76.4,B+,Pass,Good
1497,Student_0497,Female,SY,B,English,82.6,16.5,5.9,High,Yes,No,30.0,4.3,46.1,80.4,A,Pass,Excellent
1497,Student_0497,Female,SY,B,Computer Science,82.6,16.5,5.9,High,Yes,No,30.0,4.3,52.4,86.8,A,Pass,Excellent
1498,Student_0498,Male,TY,C,Mathematics,76.4,16.6,4.7,High,Yes,Yes,10.1,6.2,60.0,76.3,B+,Pass,Good
1498,Student_0498,Male,TY,C,Physics,76.4,16.6,4.7,High,Yes,Yes,21.8,8.7,49.3,79.8,B+,Pass,Good
1498,Student_0498,Male,TY,C,Chemistry,76.4,16.6,4.7,High,Yes,Yes,30.0,5.3,42.0,77.3,B+,Pass,Good
1498,Student_0498,Male,TY,C,English,76.4,16.6,4.7,High,Yes,Yes,24.2,9.1,52.5,85.8,A,Pass,Excellent
1498,Student_0498,Male,TY,C,Computer Science,76.4,16.6,4.7,High,Yes,Yes,24.6,6.4,55.6,86.6,A,Pass,Excellent
1499,Student_0499,Female,TY,C,Mathematics,81.4,11.1,8.7,High,No,No,10.4,3.3,21.5,35.2,F,Fail,Needs Improvement
1499,Student_0499,Female,TY,C,Physics,81.4,11.1,8.7,High,No,No,5.2,6.0,36.3,47.5,D,Pass,Needs Improvement
1499,Student_0499,Female,TY,C,Chemistry,81.4,11.1,8.7,High,No,No,17.3,7.7,43.5,68.5,B,Pass,Good
1499,Student_0499,Female,TY,C,English,81.4,11.1,8.7,High,No,No,7.9,7.0,38.1,53.0,C,Pass,Average
1499,Student_0499,Female,TY,C,Computer Science,81.4,11.1,8.7,High,No,No,18.0,5.1,30.5,53.5,C,Pass,Average
1500,Student_0500,Female,SY,C,Mathematics,84.4,13.1,6.8,Medium,Yes,No,14.4,10.0,40.6,65.0,B,Pass,Good
1500,Student_0500,Female,SY,C,Physics,84.4,13.1,6.8,Medium,Yes,No,10.1,7.9,35.5,53.4,C,Pass,Average
1500,Student_0500,Female,SY,C,Chemistry,84.4,13.1,6.8,Medium,Yes,No,15.3,9.3,55.5,80.1,A,Pass,Excellent
1500,Student_0500,Female,SY,C,English,84.4,13.1,6.8,Medium,Yes,No,23.7,2.6,54.9,81.1,A,Pass,Excellent
1500,Student_0500,Female,SY,C,Computer Science,84.4,13.1,6.8,Medium,Yes,No,21.7,10.0,60.0,91.7,A+,Pass,Excellent
1501,Student_0501,Female,TY,B,Mathematics,84.4,4.1,7.3,Medium,Yes,No,25.4,1.5,26.4,53.2,C,Pass,Average
1501,Student_0501,Female,TY,B,Physics,84.4,4.1,7.3,Medium,Yes,No,19.1,3.6,24.9,47.6,D,Pass,Needs Improvement
1501,Student_0501,Female,TY,B,Chemistry,84.4,4.1,7.3,Medium,Yes,No,6.5,2.0,25.9,34.4,F,Fail,Needs Improvement
1501,Student_0501,Female,TY,B,English,84.4,4.1,7.3,Medium,Yes,No,21.9,9.6,29.4,60.8,B,Pass,Average
1501,Student_0501,Female,TY,B,Computer Science,84.4,4.1,7.3,Medium,Yes,No,15.0,2.9,21.5,39.4,F,Fail,Needs Improvement
1502,Student_0502,Female,TY,B,Mathematics,90.2,18.3,6.6,Low,Yes,No,10.3,6.5,33.7,50.5,C,Pass,Average
1502,Student_0502,Female,TY,B,Physics,90.2,18.3,6.6,Low,Yes,No,15.8,7.7,39.5,62.9,B,Pass,Average
1502,Student_0502,Female,TY,B,Chemistry,90.2,18.3,6.6,Low,Yes,No,12.8,9.1,23.1,45.1,D,Pass,Needs Improvement
1502,Student_0502,Female,TY,B,English,90.2,18.3,6.6,Low,Yes,No,17.8,10.0,47.4,75.2,B+,Pass,Good
1502,Student_0502,Female,TY,B,Computer Science,90.2,18.3,6.6,Low,Yes,No,11.7,2.7,40.3,54.7,C,Pass,Average
1503,Student_0503,Male,SY,A,Mathematics,82.1,9.0,8.2,Medium,No,Yes,18.4,8.8,30.7,57.9,C,Pass,Average
1503,Student_0503,Male,SY,A,Physics,82.1,9.0,8.2,Medium,No,Yes,15.3,3.4,34.9,53.6,C,Pass,Average
1503,Student_0503,Male,SY,A,Chemistry,82.1,9.0,8.2,Medium,No,Yes,11.7,6.1,31.7,49.5,D,Pass,Needs Improvement
1503,Student_0503,Male,SY,A,English,82.1,9.0,8.2,Medium,No,Yes,23.0,8.6,52.0,83.6,A,Pass,Excellent
1503,Student_0503,Male,SY,A,Computer Science,82.1,9.0,8.2,Medium,No,Yes,19.0,7.5,34.8,61.4,B,Pass,Average
1504,Student_0504,Female,TY,B,Mathematics,72.3,9.6,7.9,Medium,Yes,No,7.4,6.7,15.6,29.7,F,Fail,Needs Improvement
1504,Student_0504,Female,TY,B,Physics,72.3,9.6,7.9,Medium,Yes,No,19.6,4.9,32.4,57.0,C,Pass,Average
1504,Student_0504,Female,TY,B,Chemistry,72.3,9.6,7.9,Medium,Yes,No,19.6,1.2,34.0,54.9,C,Pass,Average
1504,Student_0504,Female,TY,B,English,72.3,9.6,7.9,Medium,Yes,No,27.2,5.1,27.1,59.4,C,Pass,Average
1504,Student_0504,Female,TY,B,Computer Science,72.3,9.6,7.9,Medium,Yes,No,16.5,9.1,31.1,56.8,C,Pass,Average
1505,Student_0505,Female,FY,A,Mathematics,70.2,9.6,6.8,Medium,Yes,No,10.3,1.7,10.1,22.2,F,Fail,Needs Improvement
1505,Student_0505,Female,FY,A,Physics,70.2,9.6,6.8,Medium,Yes,No,17.4,7.9,35.2,60.5,B,Pass,Average
1505,Student_0505,Female,FY,A,Chemistry,70.2,9.6,6.8,Medium,Yes,No,19.1,4.2,44.6,68.0,B,Pass,Good
1505,Student_0505,Female,FY,A,English,70.2,9.6,6.8,Medium,Yes,No,14.5,5.2,27.9,47.6,D,Pass,Needs Improvement
1505,Student_0505,Female,FY,A,Computer Science,70.2,9.6,6.8,Medium,Yes,No,9.6,3.6,54.5,67.8,B,Pass,Good
1506,Student_0506,Male,FY,C,Mathematics,65.2,23.0,8.9,High,Yes,Yes,25.9,7.5,47.1,80.6,A,Pass,Excellent
1506,Student_0506,Male,FY,C,Physics,65.2,23.0,8.9,High,Yes,Yes,30.0,8.6,59.3,98.0,A+,Pass,Excellent
1506,Student_0506,Male,FY,C,Chemistry,65.2,23.0,8.9,High,Yes,Yes,21.3,7.8,60.0,89.1,A,Pass,Excellent
1506,Student_0506,Male,FY,C,English,65.2,23.0,8.9,High,Yes,Yes,23.4,9.5,49.9,82.7,A,Pass,Excellent
1506,Student_0506,Male,FY,C,Computer Science,65.2,23.0,8.9,High,Yes,Yes,28.6,6.8,60.0,95.3,A+,Pass,Excellent
1507,Student_0507,Female,TY,C,Mathematics,79.8,10.7,7.2,Medium,Yes,Yes,20.8,6.7,35.5,63.0,B,Pass,Average
1507,Student_0507,Female,TY,C,Physics,79.8,10.7,7.2,Medium,Yes,Yes,20.8,9.7,27.9,58.4,C,Pass,Average
1507,Student_0507,Female,TY,C,Chemistry,79.8,10.7,7.2,Medium,Yes,Yes,19.6,6.5,43.9,70.0,B+,Pass,Good
1507,Student_0507,Female,TY,C,English,79.8,10.7,7.2,Medium,Yes,Yes,28.7,8.8,55.4,92.9,A+,Pass,Excellent
1507,Student_0507,Female,TY,C,Computer Science,79.8,10.7,7.2,Medium,Yes,Yes,22.3,5.7,22.1,50.1,C,Pass,Average
1508,Student_0508,Female,SY,B,Mathematics,93.9,18.7,5.4,Medium,Yes,Yes,11.0,10.0,60.0,81.0,A,Pass,Excellent
1508,Student_0508,Female,SY,B,Physics,93.9,18.7,5.4,Medium,Yes,Yes,30.0,9.8,60.0,99.8,A+,Pass,Excellent
1508,Student_0508,Female,SY,B,Chemistry,93.9,18.7,5.4,Medium,Yes,Yes,24.6,9.3,50.0,83.9,A,Pass,Excellent
1508,Student_0508,Female,SY,B,English,93.9,18.7,5.4,Medium,Yes,Yes,27.9,7.0,59.9,94.9,A+,Pass,Excellent
1508,Student_0508,Female,SY,B,Computer Science,93.9,18.7,5.4,Medium,Yes,Yes,27.4,9.1,57.7,94.2,A+,Pass,Excellent
1509,Student_0509,Female,TY,C,Mathematics,73.7,13.9,7.1,Low,Yes,Yes,18.2,7.0,39.0,64.2,B,Pass,Average
1509,Student_0509,Female,TY,C,Physics,73.7,13.9,7.1,Low,Yes,Yes,11.7,7.9,30.7,50.2,C,Pass,Average
1509,Student_0509,Female,TY,C,Chemistry,73.7,13.9,7.1,Low,Yes,Yes,14.8,6.4,48.9,70.1,B+,Pass,Good
1509,Student_0509,Female,TY,C,English,73.7,13.9,7.1,Low,Yes,Yes,14.4,3.7,23.9,42.0,D,Pass,Needs Improvement
1509,Student_0509,Female,TY,C,Computer Science,73.7,13.9,7.1,Low,Yes,Yes,21.9,5.4,44.3,71.6,B+,Pass,Good
1510,Student_0510,Female,TY,C,Mathematics,83.4,9.9,7.6,High,Yes,No,22.5,7.3,37.1,66.9,B,Pass,Good
1510,Student_0510,Female,TY,C,Physics,83.4,9.9,7.6,High,Yes,No,20.7,8.4,41.3,70.4,B+,Pass,Good
1510,Student_0510,Female,TY,C,Chemistry,83.4,9.9,7.6,High,Yes,No,21.0,4.0,34.0,58.9,C,Pass,Average
1510,Student_0510,Female,TY,C,English,83.4,9.9,7.6,High,Yes,No,15.2,8.1,55.1,78.4,B+,Pass,Good
1510,Student_0510,Female,TY,C,Computer Science,83.4,9.9,7.6,High,Yes,No,15.4,7.7,51.5,74.6,B+,Pass,Good
1511,Student_0511,Female,FY,B,Mathematics,69.0,8.9,6.9,Low,Yes,No,22.0,2.1,30.1,54.2,C,Pass,Average
1511,Student_0511,Female,FY,B,Physics,69.0,8.9,6.9,Low,Yes,No,0.5,6.6,27.9,34.9,F,Fail,Needs Improvement
1511,Student_0511,Female,FY,B,Chemistry,69.0,8.9,6.9,Low,Yes,No,6.1,7.2,34.0,47.4,D,Pass,Needs Improvement
1511,Student_0511,Female,FY,B,English,69.0,8.9,6.9,Low,Yes,No,17.5,8.5,31.4,57.4,C,Pass,Average
1511,Student_0511,Female,FY,B,Computer Science,69.0,8.9,6.9,Low,Yes,No,21.2,7.7,32.4,61.3,B,Pass,Average
1512,Student_0512,Male,TY,A,Mathematics,80.3,10.9,6.5,Low,Yes,Yes,25.0,4.1,44.3,73.5,B+,Pass,Good
1512,Student_0512,Male,TY,A,Physics,80.3,10.9,6.5,Low,Yes,Yes,18.0,9.8,40.0,67.8,B,Pass,Good
1512,Student_0512,Male,TY,A,Chemistry,80.3,10.9,6.5,Low,Yes,Yes,22.1,2.7,22.0,46.7,D,Pass,Needs Improvement
1512,Student_0512,Male,TY,A,English,80.3,10.9,6.5,Low,Yes,Yes,16.4,5.6,41.1,63.1,B,Pass,Average
1512,Student_0512,Male,TY,A,Computer Science,80.3,10.9,6.5,Low,Yes,Yes,26.1,5.7,43.5,75.3,B+,Pass,Good
1513,Student_0513,Female,SY,B,Mathematics,93.1,13.6,8.9,Medium,Yes,Yes,16.5,7.7,55.4,79.6,B+,Pass,Good
1513,Student_0513,Female,SY,B,Physics,93.1,13.6,8.9,Medium,Yes,Yes,22.1,9.2,49.9,81.3,A,Pass,Excellent
1513,Student_0513,Female,SY,B,Chemistry,93.1,13.6,8.9,Medium,Yes,Yes,29.9,5.1,60.0,95.0,A+,Pass,Excellent
1513,Student_0513,Female,SY,B,English,93.1,13.6,8.9,Medium,Yes,Yes,29.6,10.0,60.0,99.6,A+,Pass,Excellent
1513,Student_0513,Female,SY,B,Computer Science,93.1,13.6,8.9,Medium,Yes,Yes,28.8,4.5,39.7,73.1,B+,Pass,Good
1514,Student_0514,Female,SY,A,Mathematics,86.2,17.0,5.7,Medium,Yes,No,23.7,10.0,48.9,82.6,A,Pass,Excellent
1514,Student_0514,Female,SY,A,Physics,86.2,17.0,5.7,Medium,Yes,No,15.2,7.9,56.1,79.2,B+,Pass,Good
1514,Student_0514,Female,SY,A,Chemistry,86.2,17.0,5.7,Medium,Yes,No,21.5,8.1,50.7,80.4,A,Pass,Excellent
1514,Student_0514,Female,SY,A,English,86.2,17.0,5.7,Medium,Yes,No,23.2,6.1,60.0,89.3,A,Pass,Excellent
1514,Student_0514,Female,SY,A,Computer Science,86.2,17.0,5.7,Medium,Yes,No,30.0,10.0,56.2,96.2,A+,Pass,Excellent
1515,Student_0515,Male,SY,B,Mathematics,59.2,11.6,4.0,Low,Yes,Yes,16.8,7.9,26.7,51.4,C,Pass,Average
1515,Student_0515,Male,SY,B,Physics,59.2,11.6,4.0,Low,Yes,Yes,8.0,6.2,40.4,54.6,C,Pass,Average
1515,Student_0515,Male,SY,B,Chemistry,59.2,11.6,4.0,Low,Yes,Yes,11.2,6.4,23.6,41.2,D,Pass,Needs Improvement
1515,Student_0515,Male,SY,B,English,59.2,11.6,4.0,Low,Yes,Yes,11.7,5.6,27.5,44.8,D,Pass,Needs Improvement
1515,Student_0515,Male,SY,B,Computer Science,59.2,11.6,4.0,Low,Yes,Yes,18.5,1.1,26.1,45.7,D,Pass,Needs Improvement
1516,Student_0516,Male,TY,B,Mathematics,84.8,11.5,8.8,High,Yes,Yes,23.9,9.1,43.7,76.7,B+,Pass,Good
1516,Student_0516,Male,TY,B,Physics,84.8,11.5,8.8,High,Yes,Yes,21.5,7.5,60.0,89.0,A,Pass,Excellent
1516,Student_0516,Male,TY,B,Chemistry,84.8,11.5,8.8,High,Yes,Yes,24.0,6.1,49.0,79.1,B+,Pass,Good
1516,Student_0516,Male,TY,B,English,84.8,11.5,8.8,High,Yes,Yes,17.0,3.3,60.0,80.3,A,Pass,Excellent
1516,Student_0516,Male,TY,B,Computer Science,84.8,11.5,8.8,High,Yes,Yes,25.8,6.9,51.5,84.2,A,Pass,Excellent
1517,Student_0517,Male,FY,C,Mathematics,85.4,9.6,5.7,High,Yes,Yes,18.2,9.9,46.7,74.8,B+,Pass,Good
1517,Student_0517,Male,FY,C,Physics,85.4,9.6,5.7,High,Yes,Yes,16.8,2.7,33.9,53.3,C,Pass,Average
1517,Student_0517,Male,FY,C,Chemistry,85.4,9.6,5.7,High,Yes,Yes,23.6,10.0,36.0,69.6,B,Pass,Good
1517,Student_0517,Male,FY,C,English,85.4,9.6,5.7,High,Yes,Yes,17.7,6.0,60.0,83.7,A,Pass,Excellent
1517,Student_0517,Male,FY,C,Computer Science,85.4,9.6,5.7,High,Yes,Yes,22.6,5.2,42.6,70.4,B+,Pass,Good
1518,Student_0518,Female,SY,B,Mathematics,80.1,8.0,6.7,High,Yes,Yes,19.5,10.0,38.9,68.4,B,Pass,Good
1518,Student_0518,Female,SY,B,Physics,80.1,8.0,6.7,High,Yes,Yes,22.4,3.0,59.8,85.3,A,Pass,Excellent
1518,Student_0518,Female,SY,B,Chemistry,80.1,8.0,6.7,High,Yes,Yes,11.3,9.4,42.8,63.5,B,Pass,Average
1518,Student_0518,Female,SY,B,English,80.1,8.0,6.7,High,Yes,Yes,14.7,8.5,42.5,65.7,B,Pass,Good
1518,Student_0518,Female,SY,B,Computer Science,80.1,8.0,6.7,High,Yes,Yes,15.4,6.4,26.9,48.8,D,Pass,Needs Improvement
1519,Student_0519,Female,TY,B,Mathematics,86.0,7.6,6.6,Low,No,Yes,9.6,5.4,18.7,33.7,F,Fail,Needs Improvement
1519,Student_0519,Female,TY,B,Physics,86.0,7.6,6.6,Low,No,Yes,6.4,3.7,35.0,45.2,D,Pass,Needs Improvement
1519,Student_0519,Female,TY,B,Chemistry,86.0,7.6,6.6,Low,No,Yes,11.5,7.0,42.6,61.2,B,Pass,Average
1519,Student_0519,Female,TY,B,English,86.0,7.6,6.6,Low,No,Yes,15.2,9.3,36.6,61.1,B,Pass,Average
1519,Student_0519,Female,TY,B,Computer Science,86.0,7.6,6.6,Low,No,Yes,27.6,5.2,28.2,61.0,B,Pass,Average
1520,Student_0520,Male,TY,A,Mathematics,68.0,18.9,8.4,High,Yes,No,15.5,10.0,49.4,74.9,B+,Pass,Good
1520,Student_0520,Male,TY,A,Physics,68.0,18.9,8.4,High,Yes,No,18.9,6.2,48.5,73.7,B+,Pass,Good
1520,Student_0520,Male,TY,A,Chemistry,68.0,18.9,8.4,High,Yes,No,26.1,8.0,60.0,94.1,A+,Pass,Excellent
1520,Student_0520,Male,TY,A,English,68.0,18.9,8.4,High,Yes,No,19.8,7.9,60.0,87.7,A,Pass,Excellent
1520,Student_0520,Male,TY,A,Computer Science,68.0,18.9,8.4,High,Yes,No,18.7,10.0,52.5,81.2,A,Pass,Excellent
1521,Student_0521,Female,TY,C,Mathematics,78.8,11.4,8.6,High,Yes,Yes,16.2,4.1,41.4,61.7,B,Pass,Average
1521,Student_0521,Female,TY,C,Physics,78.8,11.4,8.6,High,Yes,Yes,16.1,10.0,47.7,73.8,B+,Pass,Good
1521,Student_0521,Female,TY,C,Chemistry,78.8,11.4,8.6,High,Yes,Yes,20.1,10.0,43.6,73.7,B+,Pass,Good
1521,Student_0521,Female,TY,C,English,78.8,11.4,8.6,High,Yes,Yes,26.4,10.0,44.6,81.1,A,Pass,Excellent
1521,Student_0521,Female,TY,C,Computer Science,78.8,11.4,8.6,High,Yes,Yes,24.1,6.0,56.4,86.5,A,Pass,Excellent
1522,Student_0522,Male,FY,A,Mathematics,91.3,11.8,5.6,High,Yes,Yes,26.1,8.1,60.0,94.1,A+,Pass,Excellent
1522,Student_0522,Male,FY,A,Physics,91.3,11.8,5.6,High,Yes,Yes,16.7,9.7,45.6,72.0,B+,Pass,Good
1522,Student_0522,Male,FY,A,Chemistry,91.3,11.8,5.6,High,Yes,Yes,20.1,2.8,47.6,70.6,B+,Pass,Good
1522,Student_0522,Male,FY,A,English,91.3,11.8,5.6,High,Yes,Yes,19.3,6.8,41.6,67.7,B,Pass,Good
1522,Student_0522,Male,FY,A,Computer Science,91.3,11.8,5.6,High,Yes,Yes,19.2,4.9,39.4,63.5,B,Pass,Average
1523,Student_0523,Female,FY,A,Mathematics,90.2,10.7,8.5,Medium,No,No,15.9,5.8,39.9,61.7,B,Pass,Average
1523,Student_0523,Female,FY,A,Physics,90.2,10.7,8.5,Medium,No,No,13.1,4.1,33.8,51.0,C,Pass,Average
1523,Student_0523,Female,FY,A,Chemistry,90.2,10.7,8.5,Medium,No,No,19.6,6.5,35.7,61.8,B,Pass,Average
1523,Student_0523,Female,FY,A,English,90.2,10.7,8.5,Medium,No,No,22.4,5.8,33.2,61.4,B,Pass,Average
1523,Student_0523,Female,FY,A,Computer Science,90.2,10.7,8.5,Medium,No,No,22.6,2.6,24.8,50.0,C,Pass,Average
1524,Student_0524,Female,SY,C,Mathematics,84.6,12.4,8.5,High,Yes,No,19.0,7.9,40.6,67.6,B,Pass,Good
1524,Student_0524,Female,SY,C,Physics,84.6,12.4,8.5,High,Yes,No,26.4,3.6,45.8,75.8,B+,Pass,Good
1524,Student_0524,Female,SY,C,Chemistry,84.6,12.4,8.5,High,Yes,No,24.4,10.0,57.6,92.0,A+,Pass,Excellent
1524,Student_0524,Female,SY,C,English,84.6,12.4,8.5,High,Yes,No,18.1,8.3,46.7,73.0,B+,Pass,Good
1524,Student_0524,Female,SY,C,Computer Science,84.6,12.4,8.5,High,Yes,No,22.5,10.0,60.0,92.5,A+,Pass,Excellent
1525,Student_0525,Female,TY,C,Mathematics,67.4,15.9,7.0,Low,Yes,Yes,7.0,2.6,39.4,48.9,D,Pass,Needs Improvement
1525,Student_0525,Female,TY,C,Physics,67.4,15.9,7.0,Low,Yes,Yes,22.9,4.8,39.1,66.7,B,Pass,Good
1525,Student_0525,Female,TY,C,Chemistry,67.4,15.9,7.0,Low,Yes,Yes,27.0,5.8,57.6,90.3,A+,Pass,Excellent
1525,Student_0525,Female,TY,C,English,67.4,15.9,7.0,Low,Yes,Yes,19.7,9.0,45.5,74.2,B+,Pass,Good
1525,Student_0525,Female,TY,C,Computer Science,67.4,15.9,7.0,Low,Yes,Yes,24.8,10.0,47.6,82.4,A,Pass,Excellent
1526,Student_0526,Male,FY,C,Mathematics,65.5,11.6,8.0,High,Yes,No,14.2,5.0,29.1,48.3,D,Pass,Needs Improvement
1526,Student_0526,Male,FY,C,Physics,65.5,11.6,8.0,High,Yes,No,14.4,10.0,47.7,72.1,B+,Pass,Good
1526,Student_0526,Male,FY,C,Chemistry,65.5,11.6,8.0,High,Yes,No,19.3,7.9,51.9,79.1,B+,Pass,Good
1526,Student_0526,Male,FY,C,English,65.5,11.6,8.0,High,Yes,No,27.6,7.9,60.0,95.5,A+,Pass,Excellent
1526,Student_0526,Male,FY,C,Computer Science,65.5,11.6,8.0,High,Yes,No,17.8,6.5,58.3,82.6,A,Pass,Excellent
1527,Student_0527,Male,FY,B,Mathematics,79.4,14.9,8.1,Low,Yes,No,21.3,6.3,52.5,80.0,A,Pass,Excellent
1527,Student_0527,Male,FY,B,Physics,79.4,14.9,8.1,Low,Yes,No,15.9,10.0,60.0,85.9,A,Pass,Excellent
1527,Student_0527,Male,FY,B,Chemistry,79.4,14.9,8.1,Low,Yes,No,18.5,10.0,38.4,67.0,B,Pass,Good
1527,Student_0527,Male,FY,B,English,79.4,14.9,8.1,Low,Yes,No,23.5,7.1,49.5,80.0,A,Pass,Excellent
1527,Student_0527,Male,FY,B,Computer Science,79.4,14.9,8.1,Low,Yes,No,30.0,8.7,41.9,80.7,A,Pass,Excellent
1528,Student_0528,Male,TY,C,Mathematics,80.2,21.1,6.7,Medium,No,No,22.2,8.7,55.2,86.1,A,Pass,Excellent
1528,Student_0528,Male,TY,C,Physics,80.2,21.1,6.7,Medium,No,No,20.3,9.4,43.9,73.6,B+,Pass,Good
1528,Student_0528,Male,TY,C,Chemistry,80.2,21.1,6.7,Medium,No,No,17.6,4.6,60.0,82.2,A,Pass,Excellent
1528,Student_0528,Male,TY,C,English,80.2,21.1,6.7,Medium,No,No,16.3,8.1,52.8,77.2,B+,Pass,Good
1528,Student_0528,Male,TY,C,Computer Science,80.2,21.1,6.7,Medium,No,No,17.9,9.7,36.0,63.6,B,Pass,Average
1529,Student_0529,Male,FY,C,Mathematics,76.8,9.9,6.8,High,Yes,No,20.8,3.2,45.1,69.0,B,Pass,Good
1529,Student_0529,Male,FY,C,Physics,76.8,9.9,6.8,High,Yes,No,22.5,9.1,42.1,73.7,B+,Pass,Good
1529,Student_0529,Male,FY,C,Chemistry,76.8,9.9,6.8,High,Yes,No,13.8,3.9,35.2,52.9,C,Pass,Average
1529,Student_0529,Male,FY,C,English,76.8,9.9,6.8,High,Yes,No,5.6,6.5,41.7,53.8,C,Pass,Average
1529,Student_0529,Male,FY,C,Computer Science,76.8,9.9,6.8,High,Yes,No,20.3,5.8,43.3,69.5,B,Pass,Good
1530,Student_0530,Female,TY,C,Mathematics,68.3,11.8,7.6,Medium,No,No,7.7,6.8,35.5,50.1,C,Pass,Average
1530,Student_0530,Female,TY,C,Physics,68.3,11.8,7.6,Medium,No,No,7.4,8.3,34.0,49.8,D,Pass,Needs Improvement
1530,Student_0530,Female,TY,C,Chemistry,68.3,11.8,7.6,Medium,No,No,20.2,6.0,21.7,47.9,D,Pass,Needs Improvement
1530,Student_0530,Female,TY,C,English,68.3,11.8,7.6,Medium,No,No,21.3,7.3,51.3,79.9,B+,Pass,Good
1530,Student_0530,Female,TY,C,Computer Science,68.3,11.8,7.6,Medium,No,No,23.6,9.1,46.4,79.1,B+,Pass,Good
1531,Student_0531,Female,TY,A,Mathematics,83.2,17.2,5.2,Low,Yes,Yes,15.3,9.5,37.9,62.6,B,Pass,Average
1531,Student_0531,Female,TY,A,Physics,83.2,17.2,5.2,Low,Yes,Yes,21.2,10.0,36.8,68.1,B,Pass,Good
1531,Student_0531,Female,TY,A,Chemistry,83.2,17.2,5.2,Low,Yes,Yes,23.2,5.0,48.7,76.9,B+,Pass,Good
1531,Student_0531,Female,TY,A,English,83.2,17.2,5.2,Low,Yes,Yes,30.0,10.0,42.9,82.9,A,Pass,Excellent
1531,Student_0531,Female,TY,A,Computer Science,83.2,17.2,5.2,Low,Yes,Yes,29.5,6.4,60.0,95.9,A+,Pass,Excellent
1532,Student_0532,Female,TY,A,Mathematics,79.3,21.5,6.6,High,Yes,No,23.7,9.6,37.7,70.9,B+,Pass,Good
1532,Student_0532,Female,TY,A,Physics,79.3,21.5,6.6,High,Yes,No,28.2,8.5,43.5,80.3,A,Pass,Excellent
1532,Student_0532,Female,TY,A,Chemistry,79.3,21.5,6.6,High,Yes,No,18.6,6.5,48.8,73.9,B+,Pass,Good
1532,Student_0532,Female,TY,A,English,79.3,21.5,6.6,High,Yes,No,20.0,5.9,37.0,63.0,B,Pass,Average
1532,Student_0532,Female,TY,A,Computer Science,79.3,21.5,6.6,High,Yes,No,20.3,10.0,60.0,90.3,A+,Pass,Excellent
1533,Student_0533,Female,FY,B,Mathematics,81.5,7.8,5.7,High,Yes,No,28.2,10.0,45.4,83.6,A,Pass,Excellent
1533,Student_0533,Female,FY,B,Physics,81.5,7.8,5.7,High,Yes,No,21.4,7.2,31.2,59.7,C,Pass,Average
1533,Student_0533,Female,FY,B,Chemistry,81.5,7.8,5.7,High,Yes,No,18.3,0.5,33.6,52.5,C,Pass,Average
1533,Student_0533,Female,FY,B,English,81.5,7.8,5.7,High,Yes,No,29.6,7.2,36.9,73.7,B+,Pass,Good
1533,Student_0533,Female,FY,B,Computer Science,81.5,7.8,5.7,High,Yes,No,24.3,8.5,59.4,92.2,A+,Pass,Excellent
1534,Student_0534,Female,FY,A,Mathematics,85.1,5.5,8.6,Low,Yes,Yes,23.2,3.8,60.0,87.1,A,Pass,Excellent
1534,Student_0534,Female,FY,A,Physics,85.1,5.5,8.6,Low,Yes,Yes,27.1,9.7,46.1,82.9,A,Pass,Excellent
1534,Student_0534,Female,FY,A,Chemistry,85.1,5.5,8.6,Low,Yes,Yes,13.6,6.2,46.7,66.5,B,Pass,Good
1534,Student_0534,Female,FY,A,English,85.1,5.5,8.6,Low,Yes,Yes,22.3,10.0,49.5,81.8,A,Pass,Excellent
1534,Student_0534,Female,FY,A,Computer Science,85.1,5.5,8.6,Low,Yes,Yes,19.4,8.9,41.7,70.0,B+,Pass,Good
1535,Student_0535,Female,TY,B,Mathematics,74.7,14.0,6.6,High,Yes,Yes,17.2,5.8,36.3,59.3,C,Pass,Average
1535,Student_0535,Female,TY,B,Physics,74.7,14.0,6.6,High,Yes,Yes,22.6,6.6,41.0,70.2,B+,Pass,Good
